"07938: Personer med helse- og sosialfaglig utdanning. 4. kvartal, etter statistikkvariabel, fagutdanning, alder, kjønn og år"

"statistikkvariabel";"fagutdanning";"alder";"kjønn";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Avtalte årsverk";"Sosionom";"15-66 år";"Menn";2596.9;2645.2;2688.1;2754.4;2731.0;2750.2;2725.6;2739.7;2781.9;2788.3;2804.3;2801.3;2906.9;2955.1;2989.9;3046.1
"Avtalte årsverk";"Sosionom";"15-74 år";"Kvinner";8870.9;9214.4;9573.1;10037.3;10402.8;10707.4;11113.7;11588.5;12133.1;12634.7;13099.4;13494.7;14092.5;14567.4;15054.1;15537.2
"Avtalte årsverk";"Sosionom";"15-74 år";"Menn";2618.2;2678.4;2715.9;2797.6;2778.3;2818.7;2815.9;2828.8;2881.6;2897.2;2920.4;2921.6;3015.1;3071.3;3107.1;3158.9
"Avtalte årsverk";"Sosionom";"40-54 år";"Kvinner";2966.7;3075.2;3164.5;3265.5;3402.0;3543.1;3759.1;3938.4;4142.6;4358.2;4539.3;4755.0;5056.7;5280.8;5483.1;5719.9
"Avtalte årsverk";"Sosionom";"40-54 år";"Menn";1034.1;1025.8;1038.5;1074.0;1064.6;1090.7;1095.3;1115.8;1167.8;1176.6;1212.4;1225.0;1260.0;1267.0;1254.5;1273.8
"Avtalte årsverk";"Sosionom";"55-66 år";"Kvinner";1749.6;1812.9;1874.8;1952.7;1971.8;1975.3;1979.7;1993.8;2024.0;2060.4;2131.1;2135.1;2147.4;2186.0;2224.9;2265.5
"Avtalte årsverk";"Sosionom";"55-66 år";"Menn";804.6;839.7;861.1;892.9;872.4;848.9;832.9;787.4;768.2;744.1;716.2;699.5;723.8;713.9;715.0;723.5
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"Alle aldre";"Kvinner";5250.8;5386.0;5669.5;6128.6;6752.9;7292.5;7666.0;10255.7;10649.8;11304.2;11780.9;12452.0;12979.7;13438.1;13666.4;14057.0
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"Alle aldre";"Menn";2257.6;2144.5;2216.9;2335.6;2540.3;2620.9;2743.4;3784.2;3890.0;4095.4;4234.2;4542.1;4787.4;4992.0;5336.8;5460.8
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"15-39 år";"Kvinner";3253.1;3431.2;3563.4;3783.5;4125.4;4447.0;4613.4;6050.2;6232.2;6681.0;6924.8;7278.1;7566.1;7822.2;7790.9;7958.6
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"15-39 år";"Menn";1076.2;1014.3;1039.0;1074.1;1180.6;1212.2;1251.9;1825.0;1890.8;2017.5;2084.3;2295.7;2435.2;2523.5;2724.5;2696.2
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"15-66 år";"Kvinner";5238.0;5376.1;5658.3;6114.3;6731.9;7277.2;7642.2;10228.4;10612.4;11261.7;11735.7;12396.3;12905.9;13343.3;13561.6;13948.7
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"15-66 år";"Menn";2228.9;2110.2;2182.0;2297.5;2495.2;2582.4;2699.3;3736.7;3837.0;4040.5;4175.7;4473.6;4716.5;4904.3;5239.7;5345.1
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"15-74 år";"Kvinner";5250.5;5386.0;5669.5;6128.0;6752.9;7292.5;7666.0;10255.5;10649.7;11303.7;11780.3;12450.6;12976.3;13435.7;13659.1;14051.4
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"15-74 år";"Menn";2255.3;2143.3;2213.4;2332.7;2539.3;2619.4;2740.9;3781.8;3886.2;4092.2;4231.8;4536.8;4782.9;4985.0;5327.2;5451.1
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"40-54 år";"Kvinner";1470.2;1491.9;1595.1;1757.5;1955.5;2124.4;2242.7;3035.9;3150.7;3265.7;3436.4;3679.4;3791.2;3900.8;4046.8;4192.9
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"40-54 år";"Menn";791.5;763.0;783.8;839.3;907.4;931.0;974.6;1324.6;1338.5;1418.6;1498.6;1562.8;1636.2;1701.2;1794.1;1868.1
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"55-66 år";"Kvinner";514.7;453.0;499.8;573.3;651.0;705.8;786.1;1142.3;1229.5;1315.1;1374.5;1438.9;1548.6;1620.2;1723.8;1797.2
"Avtalte årsverk";"Øvrig helseutdanning med høgskole";"55-66 år";"Menn";361.2;333.0;359.3;384.1;407.2;439.2;472.8;587.1;607.6;604.5;592.8;615.1;645.1;679.7;721.1;780.9
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Kvinner";1225.9;1247.5;1260.3;1295.6;1358.2;1372.7;1429.2;1417.3;1506.3;1543.7;868.2;977.1;1049.4;1131.7;1200.7;1262.7
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Menn";101.6;105.9;114.8;118.4;131.8;134.8;163.9;162.3;190.5;233.1;232.9;279.6;297.6;382.3;468.3;575.3
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Kvinner";505.7;522.1;518.5;539.2;547.8;555.4;579.4;591.4;669.8;686.7;592.4;674.9;696.0;746.2;764.6;786.5
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Menn";41.4;45.9;46.3;49.2;57.1;64.1;89.9;95.5;124.9;165.9;189.9;222.6;232.0;296.8;365.4;451.6
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Kvinner";1222.5;1240.6;1251.5;1285.8;1342.4;1356.4;1415.8;1401.5;1489.7;1523.5;862.8;974.1;1047.0;1129.8;1196.4;1259.0
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Menn";98.5;102.9;112.1;116.7;130.4;130.9;160.4;157.8;187.6;229.1;232.1;278.4;296.4;379.9;465.1;572.1
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Kvinner";1225.6;1247.3;1260.0;1295.1;1357.7;1372.7;1429.2;1417.3;1506.3;1543.7;868.2;976.5;1049.0;1131.7;1198.2;1260.7
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Menn";101.6;105.9;114.8;118.4;131.8;134.8;162.9;161.9;190.2;232.8;232.5;279.2;297.4;382.1;468.3;575.3
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Kvinner";435.1;434.4;452.4;469.6;514.6;525.1;550.5;552.7;575.5;592.2;225.4;246.6;291.4;322.0;360.6;392.6
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Menn";28.2;25.6;34.7;39.2;40.0;38.6;44.4;43.3;45.3;46.6;35.5;48.5;55.6;74.6;89.9;107.8
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Kvinner";281.7;284.1;280.6;277.0;279.9;276.0;285.9;257.4;244.3;244.5;45.0;52.6;59.7;61.6;71.3;79.9
"Avtalte årsverk";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Menn";28.9;31.4;31.1;28.2;33.3;28.3;26.1;18.9;17.4;16.6;6.7;7.3;8.8;8.5;9.8;12.7
"Avtalte årsverk";"Provisorfarmasøyt";"Alle aldre";"Kvinner";1490.3;1562.3;1619.8;1715.7;1805.9;1899.0;1988.6;2121.3;2214.0;2283.3;3082.4;3155.0;3210.4;3304.0;3325.0;3376.2
"Avtalte årsverk";"Provisorfarmasøyt";"Alle aldre";"Menn";546.5;580.1;611.5;617.6;661.5;691.3;710.3;734.2;788.3;798.5;848.5;876.2;885.9;915.8;949.2;973.6
"Avtalte årsverk";"Provisorfarmasøyt";"15-39 år";"Kvinner";876.6;943.6;968.8;1019.0;1071.5;1120.2;1153.2;1234.3;1267.9;1276.7;1392.5;1392.5;1354.9;1372.9;1353.3;1322.7
"Avtalte årsverk";"Provisorfarmasøyt";"15-39 år";"Menn";284.8;310.7;341.1;351.0;367.7;390.8;391.8;394.6;420.3;405.2;406.5;418.3;410.4;419.3;421.8;414.3
"Avtalte årsverk";"Provisorfarmasøyt";"15-66 år";"Kvinner";1474.6;1547.9;1606.6;1697.9;1785.3;1879.7;1967.3;2098.2;2198.2;2264.8;3042.9;3118.5;3180.5;3273.1;3293.7;3343.6
"Avtalte årsverk";"Provisorfarmasøyt";"15-66 år";"Menn";538.0;568.1;603.0;609.1;649.4;681.7;698.8;719.0;771.3;784.7;832.8;859.6;870.9;902.4;930.1;945.7
"Avtalte årsverk";"Provisorfarmasøyt";"15-74 år";"Kvinner";1489.8;1561.8;1618.2;1715.4;1805.4;1897.7;1988.5;2120.5;2213.8;2282.2;3081.2;3153.4;3209.7;3301.1;3320.2;3369.9
"Avtalte årsverk";"Provisorfarmasøyt";"15-74 år";"Menn";545.1;580.1;610.1;617.4;659.4;691.1;709.1;733.5;784.7;797.8;847.9;875.6;885.5;915.3;947.6;969.1
"Avtalte årsverk";"Provisorfarmasøyt";"40-54 år";"Kvinner";389.2;400.6;438.4;471.3;484.7;527.7;583.5;620.8;683.2;737.3;1170.5;1225.1;1288.9;1369.5;1394.1;1466.9
"Avtalte årsverk";"Provisorfarmasøyt";"40-54 år";"Menn";169.5;166.8;161.7;154.9;161.1;165.8;186.0;196.6;219.9;245.6;287.8;306.9;334.6;359.5;383.4;410.1
"Avtalte årsverk";"Provisorfarmasøyt";"55-66 år";"Kvinner";208.8;203.7;199.4;207.6;229.1;231.9;230.7;243.1;247.0;250.7;479.9;500.9;536.7;530.6;546.3;554.0
"Avtalte årsverk";"Provisorfarmasøyt";"55-66 år";"Menn";83.7;90.6;100.2;103.3;120.6;125.1;121.0;127.7;131.2;133.9;138.5;134.4;125.9;123.7;124.9;121.3
"Avtalte årsverk";"Lege uten spesialitet";"Alle aldre";"Kvinner";4767.3;5294.8;5563.3;5744.6;5918.7;6101.4;6440.2;7033.4;7288.9;7361.8;7699.7;7901.0;8258.1;8552.4;8729.5;8993.2
"Avtalte årsverk";"Lege uten spesialitet";"Alle aldre";"Menn";5037.8;5467.7;5333.1;5347.2;5312.5;5379.9;5379.8;5649.4;5728.7;5740.8;5795.1;5821.3;5887.6;5949.1;5952.5;6027.9
"Avtalte årsverk";"Lege uten spesialitet";"15-39 år";"Kvinner";3856.4;4162.5;4455.0;4638.8;4802.5;4971.2;5285.3;5633.1;5862.8;5927.1;6195.9;6340.9;6639.2;6870.6;7017.5;7238.4
"Avtalte årsverk";"Lege uten spesialitet";"15-39 år";"Menn";3332.3;3462.2;3556.8;3611.4;3621.6;3680.0;3717.6;3921.1;3956.7;4014.1;4104.8;4109.2;4191.2;4224.2;4169.2;4230.8
"Avtalte årsverk";"Lege uten spesialitet";"15-66 år";"Kvinner";4756.1;5280.9;5543.5;5724.7;5901.9;6080.2;6416.6;7018.4;7267.4;7342.3;7678.7;7882.9;8229.8;8522.2;8691.9;8952.2
"Avtalte årsverk";"Lege uten spesialitet";"15-66 år";"Menn";4947.1;5365.0;5227.4;5223.8;5188.0;5234.3;5232.2;5524.8;5593.0;5601.8;5647.6;5671.7;5721.2;5778.0;5701.1;5749.9
"Avtalte årsverk";"Lege uten spesialitet";"15-74 år";"Kvinner";4766.2;5293.8;5562.0;5744.5;5918.4;6100.4;6439.6;7032.3;7288.6;7360.7;7699.4;7900.8;8257.1;8551.5;8722.4;8984.3
"Avtalte årsverk";"Lege uten spesialitet";"15-74 år";"Menn";5035.6;5464.9;5328.6;5341.9;5310.8;5373.7;5370.3;5636.4;5719.9;5730.2;5781.3;5809.1;5876.6;5933.1;5875.7;5945.2
"Avtalte årsverk";"Lege uten spesialitet";"40-54 år";"Kvinner";758.4;936.0;915.1;932.8;937.1;936.1;958.9;1184.0;1186.9;1185.2;1240.3;1297.7;1338.8;1382.2;1389.1;1408.2
"Avtalte årsverk";"Lege uten spesialitet";"40-54 år";"Menn";1041.4;1191.6;1049.9;994.6;982.4;992.7;992.2;1072.3;1106.0;1048.8;1028.9;1057.8;1070.3;1082.8;1070.1;1102.0
"Avtalte årsverk";"Lege uten spesialitet";"55-66 år";"Kvinner";141.3;182.4;173.4;153.0;162.3;172.9;172.4;201.4;217.8;230.0;242.6;244.3;251.8;269.5;285.3;305.7
"Avtalte årsverk";"Lege uten spesialitet";"55-66 år";"Menn";573.4;711.3;620.7;617.8;583.9;561.6;522.4;531.5;530.3;538.8;513.9;504.7;459.7;471.1;461.8;417.0
"Avtalte årsverk";"Lege med spesialitet";"Alle aldre";"Kvinner";3319.6;3461.9;3735.5;4177.2;4178.8;4427.8;4799.8;5637.6;6005.5;6597.0;6949.3;7406.1;7875.1;8357.8;8869.4;9389.5
"Avtalte årsverk";"Lege med spesialitet";"Alle aldre";"Menn";8207.4;8207.1;8624.7;8972.5;8574.7;8624.2;8864.3;9414.8;9509.3;9729.5;9792.7;9922.7;10011.7;10148.0;10348.8;10590.0
"Avtalte årsverk";"Lege med spesialitet";"15-39 år";"Kvinner";349.0;343.6;358.1;434.5;430.2;456.6;546.9;601.9;673.7;827.9;870.3;908.0;920.2;946.5;1070.5;1137.7
"Avtalte årsverk";"Lege med spesialitet";"15-39 år";"Menn";546.2;563.7;627.4;720.0;673.7;663.7;718.0;730.4;748.0;865.4;874.0;930.5;973.9;1029.7;1088.3;1126.3
"Avtalte årsverk";"Lege med spesialitet";"15-66 år";"Kvinner";3233.2;3357.1;3619.0;4053.3;4042.9;4286.3;4622.0;5450.5;5794.0;6379.1;6708.4;7156.7;7589.0;8043.9;8506.9;8986.9
"Avtalte årsverk";"Lege med spesialitet";"15-66 år";"Menn";7576.6;7498.3;7834.4;8096.5;7647.1;7596.8;7743.6;8330.7;8315.3;8436.4;8440.5;8514.3;8595.4;8704.4;8803.2;8953.5
"Avtalte årsverk";"Lege med spesialitet";"15-74 år";"Kvinner";3318.0;3455.6;3726.5;4172.4;4173.3;4421.8;4793.4;5632.1;5997.1;6584.9;6941.6;7394.9;7864.1;8349.2;8845.7;9366.2
"Avtalte årsverk";"Lege med spesialitet";"15-74 år";"Menn";8175.9;8179.9;8586.6;8931.9;8531.1;8578.3;8811.1;9377.7;9463.1;9679.5;9725.1;9847.8;9928.0;10053.2;10118.4;10323.9
"Avtalte årsverk";"Lege med spesialitet";"40-54 år";"Kvinner";2104.0;2156.0;2311.9;2502.8;2470.3;2586.2;2740.3;3214.6;3390.9;3685.5;3909.4;4226.8;4575.0;4906.3;5171.2;5486.9
"Avtalte årsverk";"Lege med spesialitet";"40-54 år";"Menn";3530.7;3393.6;3453.2;3480.3;3272.9;3330.5;3429.9;3690.2;3742.4;3894.3;4039.6;4178.3;4389.4;4537.0;4659.7;4773.1
"Avtalte årsverk";"Lege med spesialitet";"55-66 år";"Kvinner";780.2;857.5;949.0;1116.0;1142.4;1243.5;1334.7;1634.1;1729.4;1865.7;1928.6;2021.8;2093.8;2191.2;2265.1;2362.3
"Avtalte årsverk";"Lege med spesialitet";"55-66 år";"Menn";3499.8;3541.0;3753.8;3896.2;3700.5;3602.6;3595.6;3910.1;3824.9;3676.7;3526.9;3405.5;3232.2;3137.8;3055.2;3054.2
"Avtalte årsverk";"Tannlege";"Alle aldre";"Kvinner";1783.5;1833.2;1922.8;2223.6;2270.0;2350.7;2438.1;2732.5;2858.6;2936.1;3032.3;3102.4;3188.1;3278.1;3375.5;3469.1
"Avtalte årsverk";"Tannlege";"Alle aldre";"Menn";2762.2;2725.0;2704.9;2800.3;2644.6;2659.7;2626.5;2632.2;2612.9;2521.2;2471.3;2406.1;2367.2;2347.4;2394.0;2418.7
"Avtalte årsverk";"Tannlege";"15-39 år";"Kvinner";799.2;834.5;911.5;1040.6;1068.3;1124.7;1165.6;1267.0;1336.2;1374.7;1399.5;1433.0;1428.7;1482.0;1528.0;1538.4
"Avtalte årsverk";"Tannlege";"15-39 år";"Menn";605.4;613.8;638.3;672.7;613.2;645.2;645.0;659.5;654.6;619.1;612.6;616.5;614.9;614.4;616.0;627.4
"Avtalte årsverk";"Tannlege";"15-66 år";"Kvinner";1735.0;1792.7;1878.2;2180.1;2225.4;2305.5;2384.1;2692.0;2804.2;2878.6;2975.6;3053.3;3123.3;3203.4;3287.1;3372.5
"Avtalte årsverk";"Tannlege";"15-66 år";"Menn";2460.0;2393.0;2366.6;2442.2;2288.7;2282.9;2245.4;2300.8;2280.5;2186.7;2128.0;2103.6;2081.0;2065.2;2030.6;2044.2
"Avtalte årsverk";"Tannlege";"15-74 år";"Kvinner";1780.1;1831.9;1919.3;2222.5;2269.0;2348.8;2433.3;2731.6;2857.8;2936.0;3031.6;3100.1;3186.3;3277.3;3370.8;3464.2
"Avtalte årsverk";"Tannlege";"15-74 år";"Menn";2739.9;2699.7;2689.5;2787.6;2630.5;2632.3;2606.9;2616.7;2588.0;2496.1;2446.8;2392.0;2345.4;2325.1;2306.3;2329.7
"Avtalte årsverk";"Tannlege";"40-54 år";"Kvinner";638.5;646.3;652.3;782.4;782.7;775.5;789.1;897.4;929.5;963.9;1034.3;1074.7;1134.4;1171.8;1212.7;1266.7
"Avtalte årsverk";"Tannlege";"40-54 år";"Menn";834.6;806.1;753.6;789.2;748.5;725.9;699.5;752.3;768.5;770.7;802.9;791.8;811.6;820.4;828.9;841.1
"Avtalte årsverk";"Tannlege";"55-66 år";"Kvinner";297.3;311.9;314.4;357.1;374.3;405.2;429.5;527.6;538.5;540.0;541.8;545.7;560.2;549.6;546.4;567.4
"Avtalte årsverk";"Tannlege";"55-66 år";"Menn";1020.1;973.1;974.7;980.2;927.0;911.8;900.9;888.9;857.4;796.9;712.5;695.3;654.5;630.5;585.7;575.7
"Avtalte årsverk";"Psykolog";"Alle aldre";"Kvinner";3464.3;3770.9;3994.2;3749.2;3929.8;4133.7;4393.3;4753.5;5002.2;5217.6;5404.3;5652.9;5957.5;6398.7;6746.8;7003.9
"Avtalte årsverk";"Psykolog";"Alle aldre";"Menn";2352.0;2452.9;2489.2;2347.8;2338.3;2351.8;2436.3;2406.0;2484.8;2496.8;2495.7;2487.8;2531.6;2589.2;2645.9;2689.3
"Avtalte årsverk";"Psykolog";"15-39 år";"Kvinner";1693.7;1864.6;1971.2;1719.4;1790.1;1911.6;2086.7;2274.3;2385.4;2459.9;2544.2;2661.6;2822.7;3088.7;3285.1;3418.0
"Avtalte årsverk";"Psykolog";"15-39 år";"Menn";722.5;765.9;784.9;698.2;697.6;708.0;741.0;762.3;792.6;795.6;776.8;770.1;783.1;818.6;850.6;849.2
"Avtalte årsverk";"Psykolog";"15-66 år";"Kvinner";3418.6;3709.8;3916.1;3653.4;3804.5;4004.8;4258.7;4630.6;4860.2;5064.7;5252.7;5495.5;5799.6;6248.1;6569.4;6819.2
"Avtalte årsverk";"Psykolog";"15-66 år";"Menn";2258.0;2328.1;2350.7;2202.4;2178.1;2172.0;2229.7;2221.9;2262.2;2246.0;2228.5;2226.6;2278.0;2327.4;2368.5;2393.9
"Avtalte årsverk";"Psykolog";"15-74 år";"Kvinner";3464.3;3770.3;3989.9;3746.5;3926.0;4131.5;4389.9;4751.3;5000.2;5210.4;5399.7;5644.7;5948.7;6391.7;6720.0;6969.2
"Avtalte årsverk";"Psykolog";"15-74 år";"Menn";2348.8;2447.8;2484.2;2347.0;2333.6;2347.4;2430.2;2403.3;2478.8;2483.0;2483.1;2472.5;2520.3;2575.1;2596.5;2624.4
"Avtalte årsverk";"Psykolog";"40-54 år";"Kvinner";1194.2;1287.5;1358.2;1343.8;1427.8;1486.6;1545.7;1675.9;1756.4;1873.5;1967.8;2060.5;2157.0;2270.5;2369.7;2431.6
"Avtalte årsverk";"Psykolog";"40-54 år";"Menn";826.2;835.7;832.2;755.3;740.4;745.1;784.4;788.6;804.8;823.8;846.0;875.7;934.6;962.5;976.1;1008.7
"Avtalte årsverk";"Psykolog";"55-66 år";"Kvinner";530.7;557.7;586.7;590.2;586.5;606.6;626.3;680.3;718.4;731.3;740.7;773.4;819.9;888.9;914.6;969.6
"Avtalte årsverk";"Psykolog";"55-66 år";"Menn";709.3;726.5;733.6;748.9;740.0;719.0;704.4;671.0;664.7;626.7;605.7;580.8;560.3;546.3;541.9;536.0
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"Alle aldre";"Kvinner";1063.6;932.2;1012.5;1834.8;2155.8;2366.3;2579.2;3928.4;4281.8;4631.0;5166.5;5545.4;6132.6;6566.4;6875.7;7578.5
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"Alle aldre";"Menn";788.1;656.7;698.7;1085.1;1193.3;1285.0;1364.9;2154.0;2246.2;2384.3;2582.2;2663.7;2930.5;3032.6;3118.3;3593.2
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"15-39 år";"Kvinner";603.5;564.4;615.9;1180.4;1362.1;1490.3;1614.3;2261.4;2462.7;2658.5;2986.2;3226.1;3542.5;3718.2;3778.6;4045.4
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"15-39 år";"Menn";401.6;363.7;376.7;612.9;671.6;705.9;747.7;1074.6;1116.5;1160.1;1276.6;1277.8;1403.1;1424.9;1380.4;1487.8
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"15-66 år";"Kvinner";1047.4;926.4;1003.6;1827.1;2150.0;2356.5;2567.8;3904.0;4256.4;4603.5;5129.5;5505.6;6085.6;6523.3;6832.3;7520.9
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"15-66 år";"Menn";780.8;652.9;694.4;1073.0;1179.3;1268.5;1338.8;2111.6;2209.8;2341.9;2534.2;2618.3;2868.2;2966.9;3035.8;3485.2
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"15-74 år";"Kvinner";1063.6;932.2;1011.4;1834.8;2155.8;2366.3;2579.2;3927.4;4281.0;4630.1;5166.5;5545.4;6132.5;6562.8;6869.8;7572.1
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"15-74 år";"Menn";786.9;656.7;698.7;1085.1;1193.3;1284.8;1363.7;2154.0;2245.2;2383.7;2581.4;2661.7;2929.0;3029.5;3104.6;3580.8
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"40-54 år";"Kvinner";327.3;276.3;296.1;517.2;626.4;707.3;778.6;1327.8;1450.4;1586.1;1724.9;1829.1;2058.6;2255.7;2428.6;2727.1
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"40-54 år";"Menn";254.2;201.2;213.8;334.5;357.8;408.8;442.4;793.9;819.9;900.1;966.3;1055.1;1133.7;1188.3;1281.0;1487.2
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"55-66 år";"Kvinner";116.6;85.7;91.6;129.5;161.6;158.9;174.9;314.8;343.3;358.9;418.4;450.4;484.5;549.4;625.1;748.5
"Avtalte årsverk";"Øvrig helseutdanning på universitetsnivå";"55-66 år";"Menn";125.0;88.0;104.0;125.6;149.9;153.8;148.8;243.0;273.3;281.7;291.3;285.5;331.4;353.7;374.4;510.2
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"Alle aldre";"Kvinner";7700.0;7695.0;7856.7;8160.4;8271.5;8457.4;8544.2;8677.2;8786.2;8857.9;9029.0;9120.0;9082.5;9264.8;9293.2;9387.3
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"Alle aldre";"Menn";50.4;56.0;55.2;56.6;62.1;62.8;65.8;71.1;71.6;79.4;80.6;92.1;96.7;106.1;126.2;122.7
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"15-39 år";"Kvinner";3360.3;3154.4;3016.4;2966.2;2823.2;2710.0;2646.4;2583.5;2612.0;2640.0;2675.1;2725.7;2709.7;2734.2;2743.9;2727.3
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"15-39 år";"Menn";40.9;45.6;43.8;44.2;46.3;47.5;46.3;52.3;53.9;57.4;54.6;60.4;51.2;57.3;73.7;67.2
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"15-66 år";"Kvinner";7677.7;7670.2;7832.4;8124.6;8233.6;8400.7;8480.8;8611.7;8713.7;8769.9;8930.2;9024.7;8983.4;9149.7;9154.7;9250.5
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"15-66 år";"Menn";50.4;56.0;55.2;56.6;62.1;62.8;65.8;71.1;71.6;79.4;80.6;92.1;96.7;106.1;126.2;122.7
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"15-74 år";"Kvinner";7700.0;7695.0;7856.7;8159.9;8271.3;8457.2;8543.3;8675.4;8783.9;8855.7;9027.5;9118.2;9079.9;9259.8;9284.3;9376.2
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"15-74 år";"Menn";50.4;56.0;55.2;56.6;62.1;62.8;65.8;71.1;71.6;79.4;80.6;92.1;96.7;106.1;126.2;122.7
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"40-54 år";"Kvinner";3367.1;3456.1;3626.5;3861.8;3991.6;4135.6;4202.8;4300.7;4315.9;4259.6;4317.8;4224.7;4122.6;4171.0;4080.5;4115.7
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"40-54 år";"Menn";9.5;10.4;10.4;10.4;13.8;13.3;16.3;15.9;14.0;17.7;22.4;28.2;40.0;41.7;45.4;46.6
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"55-66 år";"Kvinner";950.3;1059.7;1189.5;1296.7;1418.8;1555.1;1631.6;1727.5;1785.8;1870.2;1937.3;2074.2;2151.0;2244.5;2330.3;2407.6
"Avtalte årsverk eks. lange fravær";"Helsesekretær";"55-66 år";"Menn";0.0;0.0;..;..;..;..;3.2;3.0;3.7;4.3;3.5;3.4;5.5;7.1;7.1;9.0
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"Alle aldre";"Kvinner";47522.5;46905.1;45739.3;44956.9;43002.1;41311.7;39311.2;37377.9;35929.8;34198.5;32571.1;30935.0;28530.1;27003.2;25694.7;24251.4
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"Alle aldre";"Menn";3895.6;3929.2;3854.7;3770.3;3598.7;3484.6;3410.9;3210.8;3110.0;2977.2;2818.6;2702.8;2542.5;2407.1;2306.1;2211.1
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"15-39 år";"Kvinner";12485.8;11714.2;10670.8;9670.3;8408.9;7441.4;6573.2;5885.6;5414.4;4940.7;4465.1;3993.0;3499.9;3041.3;2630.2;2199.8
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"15-39 år";"Menn";1169.4;1140.8;1022.5;917.7;791.8;679.4;614.7;545.6;475.2;423.7;357.5;294.1;240.2;199.6;170.3;153.1
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"15-66 år";"Kvinner";46841.7;46157.0;44947.6;44117.8;42093.0;40329.8;38250.3;36198.8;34685.8;32917.8;31238.2;29537.4;27143.5;25471.5;24077.2;22454.1
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"15-66 år";"Menn";3869.1;3901.1;3821.7;3734.3;3556.0;3434.9;3347.8;3144.8;3039.0;2898.3;2725.4;2603.1;2436.9;2291.3;2178.2;2056.1
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"15-74 år";"Kvinner";47480.9;46860.1;45683.8;44911.0;42952.3;41265.5;39265.2;37304.6;35852.0;34123.1;32477.1;30831.4;28433.8;26872.3;25510.7;24056.3
"Avtalte årsverk eks. lange fravær";"Hjelpepleier";"15-74 år";"Menn";3894.7;3929.0;3853.6;3769.3;3597.5;3482.7;3410.0;3209.3;3108.1;2975.4;2817.5;2699.2;2536.1;2403.3;2295.9;2194.0
